Hurinkrdata32;978.0
Hurinkrdata33;1047.0
Hurinkrdata34;1463.0
Hurinkrdata35;1575.0
Hurinkrdata36;1418.0
Hurinkrdata37;1459.0
Hurinkrdata38;1471.0
Hurinkrdata39;985.0
Hurinkrdata3;985.0
Hurinkrdata40;1039.0
Hurinkrdata41;925.0
Hurinkrdata42;1004.0
Hurinkrdata43;943.0
Hurinkrdata44;908.0
Hurinkrdata45;748.0
Hurinkrdata46;538.0
Hurinkrdata47;531.0
Hurinkrdata48;544.0
Hurinkrdata49;4857.0
Hurinkrdata4;540.0
Hurinkrdata50;5701.0
Hurinkrdata51;5426.0
Hurinkrdata52;6240.0
Hurinkrdata53;5581.0
Hurinkrdata54;5895.0
Hurinkrdata55;4170.0
Hurinkrdata56;5423.0
Hurinkrdata57;722.0
Hurinkrdata58;644.0
Hurinkrdata59;671.0
Hurinkrdata5;500.0
Hurinkrdata60;702.0
Hurinkrdata61;597.0
Hurinkrdata62;710.0
Hurinkrdata63;289.0
Hurinkrdata64;595.0
Hurinkrdata65;660.0
Hurinkrdata66;712.0
Hurinkrdata6;458.0
Hurinkrdata7;479.0
Hurinkrdata8;444.0
Hurinkrdata9;765.0
Hurinkvdata10;712.0
Hurinkvdata11;720.0
Hurinkvdata12;805.0
Hurinkvdata13;756.0
Hurinkvdata14;1004.0
Hurinkvdata15;880.0
Hurinkvdata16;978.0
Hurinkvdata17;1011.0
Hurinkvdata18;1039.0
Hurinkvdata19;651.0
Hurinkvdata1;44.0
Hurinkvdata20;585.0
Hurinkvdata21;602.0
Hurinkvdata22;562.0
Hurinkvdata23;686.0
Hurinkvdata24;764.0
Hurinkvdata25;701.0
Hurinkvdata26;777.0
Hurinkvdata27;746.0
Hurinkvdata28;721.0
Hurinkvdata29;994.0
Hurinkvdata2;597.0
Hurinkvdata30;1018.0
Hurinkvdata31;1010.0
Hurinkvdata32;947.0
Hurinkvdata33;1010.0
Hurinkvdata34;1430.0
Hurinkvdata35;1578.0
Hurinkvdata36;1409.0
Hurinkvdata37;1446.0
Hurinkvdata38;1465.0
Hurinkvdata39;854.0
Hurinkvdata3;962.0
Hurinkvdata40;890.0
Hurinkvdata41;849.0
Hurinkvdata42;834.0
Hurinkvdata43;861.0
Hurinkvdata44;785.0
Hurinkvdata45;674.0
Hurinkvdata46;477.0
Hurinkvdata47;498.0
Hurinkvdata48;488.0
Hurinkvdata49;4740.0
Hurinkvdata4;549.0
Hurinkvdata50;5612.0
Hurinkvdata51;5474.0
Hurinkvdata52;6149.0
Hurinkvdata53;4635.0
Hurinkvdata54;5022.0
Hurinkvdata55;3939.0
Hurinkvdata56;4264.0
Hurinkvdata57;629.0
Hurinkvdata58;565.0
Hurinkvdata59;588.0
Hurinkvdata5;504.0
Hurinkvdata60;682.0
Hurinkvdata61;531.0
Hurinkvdata62;646.0
Hurinkvdata63;251.0
Hurinkvdata64;523.0
Hurinkvdata65;598.0
Hurinkvdata66;614.0
Hurinkvdata6;458.0
Hurinkvdata7;486.0
Hurinkvdata8;439.0
Hurinkvdata9;763.0
DPpaulli10;2343.0
DPpaulli11;1991.0
DPpaulli12;1971.0
DPpaulli13;2302.0
DPpaulli14;2084.0
DPpaulli15;2071.0
DPpaulli16;2325.0
DPpaulli17;2084.0
DPpaulli18;2069.0
DPpaulli1;2486.0
DPpaulli2;2224.0
DPpaulli3;2148.0
DPpaulli4;2520.0
DPpaulli5;2194.0
DPpaulli6;2141.0
DPpaulli7;2350.0
DPpaulli8;2003.0
DPpaulli9;1968.0
ChambersBarnes10;893.0
ChambersBarnes11;871.0
ChambersBarnes12;859.0
ChambersBarnes13;890.0
ChambersBarnes14;874.0
ChambersBarnes15;1163.0
ChambersBarnes16;1155.0
ChambersBarnes17;1153.0
ChambersBarnes18;1091.0
ChambersBarnes19;1060.0
ChambersBarnes1;880.0
ChambersBarnes20;1143.0
ChambersBarnes21;1094.0
ChambersBarnes2;860.0
ChambersBarnes3;863.0
ChambersBarnes4;845.0
ChambersBarnes5;805.0
ChambersBarnes6;888.0
ChambersBarnes7;846.0
ChambersBarnes8;896.0
ChambersBarnes9;892.0
Kacem1;11.0
Kacem2;10.0
Kacem3;7.0
Kacem4;11.0
Fattahi10;507.0
Fattahi11;445.0
Fattahi12;415.0
Fattahi13;439.0
Fattahi14;538.0
Fattahi15;472.0
Fattahi16;596.0
Fattahi17;827.0
Fattahi18;823.0
Fattahi19;1024.0
Fattahi1;69.0
Fattahi20;1147.0
Fattahi2;111.0
Fattahi3;240.0
Fattahi4;364.0
Fattahi5;117.0
Fattahi6;305.0
Fattahi7;386.0
Fattahi8;240.0
Fattahi9;199.0
Brandimarte10;199.0
Brandimarte8;483.0
